id,fen,engine,bestmove,eval,wins,draws,losses,depth,seldepth,nodes,time,hashfull
625,brnbkqrn/pppppppp/8/8/8/8/PPPPPPPP/BRNBKQRN w KQkq - 0 1,Stockfish 17.1,e3,0.53,159,837,4,12,22,100367,0.019,7
626,brnkqbrn/pppppppp/8/8/8/8/PPPPPPPP/BRNKQBRN w KQkq - 0 1,Stockfish 17.1,b3,0.19,54,932,14,11,17,100579,0.017,6
627,brnkqrnb/pppppppp/8/8/8/8/PPPPPPPP/BRNKQRNB w KQkq - 0 1,Stockfish 17.1,g4,0.39,102,891,7,9,14,100571,0.018,5
628,rbbnkqrn/pppppppp/8/8/8/8/PPPPPPPP/RBBNKQRN w KQkq - 0 1,Stockfish 17.1,f4,0.38,98,895,7,9,19,101126,0.016,7
629,rnbbkqrn/pppppppp/8/8/8/8/PPPPPPPP/RNBBKQRN w KQkq - 0 1,Stockfish 17.1,d4,0.27,71,918,11,10,18,100144,0.019,7
630,rnbkqbrn/pppppppp/8/8/8/8/PPPPPPPP/RNBKQBRN w KQkq - 0 1,Stockfish 17.1,d4,0.61,200,797,3,12,17,100402,0.018,6
631,rnbkqrnb/pppppppp/8/8/8/8/PPPPPPPP/RNBKQRNB w KQkq - 0 1,Stockfish 17.1,f4,0.1,39,941,20,12,17,100607,0.014,6
632,rbnkbqrn/pppppppp/8/8/8/8/PPPPPPPP/RBNKBQRN w KQkq - 0 1,Stockfish 17.1,f4,0.49,139,856,5,10,15,100750,0.02,7
633,rnkbbqrn/pppppppp/8/8/8/8/PPPPPPPP/RNKBBQRN w KQkq - 0 1,Stockfish 17.1,a4,0.2,55,931,14,11,14,100956,0.016,7
634,rnkqbbrn/pppppppp/8/8/8/8/PPPPPPPP/RNKQBBRN w KQkq - 0 1,Stockfish 17.1,Nc3,0.38,100,893,7,11,17,100811,0.018,6
635,rnkqbrnb/pppppppp/8/8/8/8/PPPPPPPP/RNKQBRNB w KQkq - 0 1,Stockfish 17.1,g4,0.5,147,848,5,10,14,100363,0.016,6
636,rbnkqrbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKQRBN w KQkq - 0 1,Stockfish 17.1,f4,0.38,100,893,7,12,16,100646,0.017,5
637,rnkbqrbn/pppppppp/8/8/8/8/PPPPPPPP/RNKBQRBN w KQkq - 0 1,Stockfish 17.1,e4,0.56,172,824,4,13,17,100213,0.018,7
638,rnkqrbbn/pppppppp/8/8/8/8/PPPPPPPP/RNKQRBBN w KQkq - 0 1,Stockfish 17.1,f4,0.15,46,937,17,12,16,100036,0.017,5
639,rnkqrnbb/pppppppp/8/8/8/8/PPPPPPPP/RNKQRNBB w KQkq - 0 1,Stockfish 17.1,e4,0.79,322,676,2,12,18,100128,0.015,6
640,bbrnkrqn/pppppppp/8/8/8/8/PPPPPPPP/BBRNKRQN w KQkq - 0 1,Stockfish 17.1,b3,0.62,206,791,3,13,18,101422,0.014,6
641,brnbkrqn/pppppppp/8/8/8/8/PPPPPPPP/BRNBKRQN w KQkq - 0 1,Stockfish 17.1,f4,0.26,68,921,11,12,17,100864,0.016,8
642,brnkrbqn/pppppppp/8/8/8/8/PPPPPPPP/BRNKRBQN w KQkq - 0 1,Stockfish 17.1,e4,0.2,55,931,14,10,24,101084,0.018,4
643,brnkrqnb/pppppppp/8/8/8/8/PPPPPPPP/BRNKRQNB w KQkq - 0 1,Stockfish 17.1,b3,0.53,159,837,4,10,20,100330,0.018,8
644,rbbnkrqn/pppppppp/8/8/8/8/PPPPPPPP/RBBNKRQN w KQkq - 0 1,Stockfish 17.1,g4,0.39,103,890,7,11,18,100315,0.015,11
645,rnbbkrqn/pppppppp/8/8/8/8/PPPPPPPP/RNBBKRQN w KQkq - 0 1,Stockfish 17.1,e4,0.62,205,792,3,11,19,100707,0.019,7
646,rnbkrbqn/pppppppp/8/8/8/8/PPPPPPPP/RNBKRBQN w KQkq - 0 1,Stockfish 17.1,d4,0.66,227,770,3,12,17,100510,0.017,8
647,rnbkrqnb/pppppppp/8/8/8/8/PPPPPPPP/RNBKRQNB w KQkq - 0 1,Stockfish 17.1,g3,0.14,45,938,17,13,21,100464,0.015,6
648,rbnkbrqn/pppppppp/8/8/8/8/PPPPPPPP/RBNKBRQN w KQkq - 0 1,Stockfish 17.1,c4,0.59,191,806,3,11,14,100720,0.017,3
649,rnkbbrqn/pppppppp/8/8/8/8/PPPPPPPP/RNKBBRQN w KQkq - 0 1,Stockfish 17.1,g4,0.22,59,928,13,10,18,101327,0.017,8
650,rnkrbbqn/pppppppp/8/8/8/8/PPPPPPPP/RNKRBBQN w KQkq - 0 1,Stockfish 17.1,d4,0.32,81,910,9,12,15,100603,0.016,6
651,rnkrbqnb/pppppppp/8/8/8/8/PPPPPPPP/RNKRBQNB w KQkq - 0 1,Stockfish 17.1,g4,0.38,99,894,7,13,14,101094,0.019,9
652,rbnkrqbn/pppppppp/8/8/8/8/PPPPPPPP/RBNKRQBN w KQkq - 0 1,Stockfish 17.1,f4,0.2,56,930,14,11,17,100735,0.018,7
653,rnkbrqbn/pppppppp/8/8/8/8/PPPPPPPP/RNKBRQBN w KQkq - 0 1,Stockfish 17.1,e4,0.33,85,906,9,12,24,101256,0.016,7
654,rnkrqbbn/pppppppp/8/8/8/8/PPPPPPPP/RNKRQBBN w KQkq - 0 1,Stockfish 17.1,d4,0.32,81,910,9,13,22,100806,0.015,6
655,rnkrqnbb/pppppppp/8/8/8/8/PPPPPPPP/RNKRQNBB w KQkq - 0 1,Stockfish 17.1,d4,0.34,88,904,8,12,18,100373,0.017,5
656,bbrnkrnq/pppppppp/8/8/8/8/PPPPPPPP/BBRNKRNQ w KQkq - 0 1,Stockfish 17.1,g4,0.61,200,797,3,12,13,101183,0.018,5
657,brnbkrnq/pppppppp/8/8/8/8/PPPPPPPP/BRNBKRNQ w KQkq - 0 1,Stockfish 17.1,e3,0.18,52,933,15,10,16,100323,0.019,8
658,brnkrbnq/pppppppp/8/8/8/8/PPPPPPPP/BRNKRBNQ w KQkq - 0 1,Stockfish 17.1,f4,0.36,92,900,8,10,19,100364,0.017,7
659,brnkrnqb/pppppppp/8/8/8/8/PPPPPPPP/BRNKRNQB w KQkq - 0 1,Stockfish 17.1,f4,0.19,53,933,14,9,21,100095,0.019,5
660,rbbnkrnq/pppppppp/8/8/8/8/PPPPPPPP/RBBNKRNQ w KQkq - 0 1,Stockfish 17.1,e4,0.5,143,852,5,11,20,100173,0.016,7
661,rnbbkrnq/pppppppp/8/8/8/8/PPPPPPPP/RNBBKRNQ w KQkq - 0 1,Stockfish 17.1,g4,0.27,69,920,11,11,12,100582,0.019,7
662,rnbkrbnq/pppppppp/8/8/8/8/PPPPPPPP/RNBKRBNQ w KQkq - 0 1,Stockfish 17.1,Nc3,0.18,52,933,15,12,16,100613,0.018,6
663,rnbkrnqb/pppppppp/8/8/8/8/PPPPPPPP/RNBKRNQB w KQkq - 0 1,Stockfish 17.1,g4,0.06,34,943,23,10,22,100569,0.018,6
664,rbnkbrnq/pppppppp/8/8/8/8/PPPPPPPP/RBNKBRNQ w KQkq - 0 1,Stockfish 17.1,c3,0.26,67,922,11,11,22,100505,0.018,8
665,rnkbbrnq/pppppppp/8/8/8/8/PPPPPPPP/RNKBBRNQ w KQkq - 0 1,Stockfish 17.1,e4,0.1,39,941,20,10,18,100040,0.017,7
666,rnkrbbnq/pppppppp/8/8/8/8/PPPPPPPP/RNKRBBNQ w KQkq - 0 1,Stockfish 17.1,e4,0.21,57,930,13,12,25,100459,0.017,6
667,rnkrbnqb/pppppppp/8/8/8/8/PPPPPPPP/RNKRBNQB w KQkq - 0 1,Stockfish 17.1,f4,0.72,267,731,2,12,20,100509,0.017,6
668,rbnkrnbq/pppppppp/8/8/8/8/PPPPPPPP/RBNKRNBQ w KQkq - 0 1,Stockfish 17.1,e4,0.07,36,942,22,10,20,101573,0.017,7
669,rnkbrnbq/pppppppp/8/8/8/8/PPPPPPPP/RNKBRNBQ w KQkq - 0 1,Stockfish 17.1,f4,0.43,116,878,6,11,20,100125,0.018,8
670,rnkrnbbq/pppppppp/8/8/8/8/PPPPPPPP/RNKRNBBQ w KQkq - 0 1,Stockfish 17.1,e4,0.35,91,901,8,11,23,101511,0.017,6
671,rnkrnqbb/pppppppp/8/8/8/8/PPPPPPPP/RNKRNQBB w KQkq - 0 1,Stockfish 17.1,f4,0.26,68,921,11,12,18,100173,0.018,6
672,bbqrknnr/pppppppp/8/8/8/8/PPPPPPPP/BBQRKNNR w KQkq - 0 1,Stockfish 17.1,b3,0.36,93,899,8,12,18,101238,0.017,6
673,bqrbknnr/pppppppp/8/8/8/8/PPPPPPPP/BQRBKNNR w KQkq - 0 1,Stockfish 17.1,b4,0.24,63,925,12,11,19,100929,0.018,8
674,bqrknbnr/pppppppp/8/8/8/8/PPPPPPPP/BQRKNBNR w KQkq - 0 1,Stockfish 17.1,b4,0.52,153,842,5,11,18,100886,0.018,5
675,bqrknnrb/pppppppp/8/8/8/8/PPPPPPPP/BQRKNNRB w KQkq - 0 1,Stockfish 17.1,b4,0.23,60,927,13,12,17,100626,0.016,8
676,qbbrknnr/pppppppp/8/8/8/8/PPPPPPPP/QBBRKNNR w KQkq - 0 1,Stockfish 17.1,c4,0.37,95,897,8,13,18,100044,0.017,11
677,qrbbknnr/pppppppp/8/8/8/8/PPPPPPPP/QRBBKNNR w KQkq - 0 1,Stockfish 17.1,b4,0.32,83,908,9,11,20,100931,0.018,8
678,qrbknbnr/pppppppp/8/8/8/8/PPPPPPPP/QRBKNBNR w KQkq - 0 1,Stockfish 17.1,e4,0.38,98,895,7,11,19,101323,0.02,8
679,qrbknnrb/pppppppp/8/8/8/8/PPPPPPPP/QRBKNNRB w KQkq - 0 1,Stockfish 17.1,b4,0.28,72,918,10,10,15,101297,0.018,6
680,qbrkbnnr/pppppppp/8/8/8/8/PPPPPPPP/QBRKBNNR w KQkq - 0 1,Stockfish 17.1,Nf3,0.43,117,877,6,10,15,101677,0.017,4
681,qrkbbnnr/pppppppp/8/8/8/8/PPPPPPPP/QRKBBNNR w KQkq - 0 1,Stockfish 17.1,b4,0.48,134,861,5,12,20,100453,0.018,8
682,qrknbbnr/pppppppp/8/8/8/8/PPPPPPPP/QRKNBBNR w KQkq - 0 1,Stockfish 17.1,b4,0.43,115,879,6,10,19,100748,0.016,6
683,qrknbnrb/pppppppp/8/8/8/8/PPPPPPPP/QRKNBNRB w KQkq - 0 1,Stockfish 17.1,b4,0.6,193,804,3,10,13,100063,0.017,9
684,qbrknnbr/pppppppp/8/8/8/8/PPPPPPPP/QBRKNNBR w KQkq - 0 1,Stockfish 17.1,c4,0.16,49,935,16,10,15,100177,0.016,8
685,qrkbnnbr/pppppppp/8/8/8/8/PPPPPPPP/QRKBNNBR w KQkq - 0 1,Stockfish 17.1,b4,0.44,120,874,6,11,19,100958,0.018,8
686,qrknnbbr/pppppppp/8/8/8/8/PPPPPPPP/QRKNNBBR w KQkq - 0 1,Stockfish 17.1,a4,0.48,136,859,5,13,16,100285,0.015,6
687,qrknnrbb/pppppppp/8/8/8/8/PPPPPPPP/QRKNNRBB w KQkq - 0 1,Stockfish 17.1,g3,0.69,251,747,2,11,16,100206,0.018,6
688,bbrqknnr/pppppppp/8/8/8/8/PPPPPPPP/BBRQKNNR w KQkq - 0 1,Stockfish 17.1,Nf3,0.2,55,931,14,12,20,101312,0.017,5
689,brqbknnr/pppppppp/8/8/8/8/PPPPPPPP/BRQBKNNR w KQkq - 0 1,Stockfish 17.1,b4,0.25,66,923,11,11,20,100103,0.017,8
690,brqknbnr/pppppppp/8/8/8/8/PPPPPPPP/BRQKNBNR w KQkq - 0 1,Stockfish 17.1,b4,0.42,114,880,6,10,16,100078,0.019,7
691,brqknnrb/pppppppp/8/8/8/8/PPPPPPPP/BRQKNNRB w KQkq - 0 1,Stockfish 17.1,b4,0.23,60,927,13,12,21,100636,0.019,5
692,rbbqknnr/pppppppp/8/8/8/8/PPPPPPPP/RBBQKNNR w KQkq - 0 1,Stockfish 17.1,d4,0.21,58,929,13,10,17,100696,0.018,7
693,rqbbknnr/pppppppp/8/8/8/8/PPPPPPPP/RQBBKNNR w KQkq - 0 1,Stockfish 17.1,e4,0.42,114,880,6,11,15,101756,0.017,8
694,rqbknbnr/pppppppp/8/8/8/8/PPPPPPPP/RQBKNBNR w KQkq - 0 1,Stockfish 17.1,e4,0.54,165,831,4,10,20,100229,0.018,7
695,rqbknnrb/pppppppp/8/8/8/8/PPPPPPPP/RQBKNNRB w KQkq - 0 1,Stockfish 17.1,c3,0.3,77,913,10,10,20,100607,0.018,6
696,rbqkbnnr/pppppppp/8/8/8/8/PPPPPPPP/RBQKBNNR w KQkq - 0 1,Stockfish 17.1,d4,0.41,111,882,7,11,17,101337,0.018,8
697,rqkbbnnr/pppppppp/8/8/8/8/PPPPPPPP/RQKBBNNR w KQkq - 0 1,Stockfish 17.1,d4,0.42,112,882,6,11,15,100597,0.019,8
698,rqknbbnr/pppppppp/8/8/8/8/PPPPPPPP/RQKNBBNR w KQkq - 0 1,Stockfish 17.1,e4,0.41,110,883,7,10,16,100020,0.019,7
699,rqknbnrb/pppppppp/8/8/8/8/PPPPPPPP/RQKNBNRB w KQkq - 0 1,Stockfish 17.1,d4,0.41,111,882,7,10,16,100326,0.018,6
700,rbqknnbr/pppppppp/8/8/8/8/PPPPPPPP/RBQKNNBR w KQkq - 0 1,Stockfish 17.1,d4,0.31,78,912,10,12,21,101612,0.017,8
701,rqkbnnbr/pppppppp/8/8/8/8/PPPPPPPP/RQKBNNBR w KQkq - 0 1,Stockfish 17.1,c3,0.23,61,927,12,11,20,100463,0.013,7
702,rqknnbbr/pppppppp/8/8/8/8/PPPPPPPP/RQKNNBBR w KQkq - 0 1,Stockfish 17.1,e4,0.38,100,893,7,11,16,100249,0.013,6
703,rqknnrbb/pppppppp/8/8/8/8/PPPPPPPP/RQKNNRBB w KQkq - 0 1,Stockfish 17.1,f4,0.35,90,902,8,10,16,100842,0.015,7
704,bbrkqnnr/pppppppp/8/8/8/8/PPPPPPPP/BBRKQNNR w KQkq - 0 1,Stockfish 17.1,b4,0.29,75,915,10,10,20,101053,0.018,6
705,brkbqnnr/pppppppp/8/8/8/8/PPPPPPPP/BRKBQNNR w KQkq - 0 1,Stockfish 17.1,b4,0.23,60,927,13,10,16,100839,0.018,8
706,brkqnbnr/pppppppp/8/8/8/8/PPPPPPPP/BRKQNBNR w KQkq - 0 1,Stockfish 17.1,b4,0.48,134,861,5,11,18,101327,0.019,5
707,brkqnnrb/pppppppp/8/8/8/8/PPPPPPPP/BRKQNNRB w KQkq - 0 1,Stockfish 17.1,e4,0.48,138,857,5,10,17,100068,0.017,8
708,rbbkqnnr/pppppppp/8/8/8/8/PPPPPPPP/RBBKQNNR w KQkq - 0 1,Stockfish 17.1,d4,0.46,129,866,5,11,18,100537,0.018,12
709,rkbbqnnr/pppppppp/8/8/8/8/PPPPPPPP/RKBBQNNR w KQkq - 0 1,Stockfish 17.1,f4,0.32,81,910,9,12,15,100886,0.017,8
710,rkbqnbnr/pppppppp/8/8/8/8/PPPPPPPP/RKBQNBNR w KQkq - 0 1,Stockfish 17.1,e4,0.35,89,903,8,10,20,100340,0.018,9
711,rkbqnnrb/pppppppp/8/8/8/8/PPPPPPPP/RKBQNNRB w KQkq - 0 1,Stockfish 17.1,a4,0.43,116,878,6,11,20,100727,0.017,6
712,rbkqbnnr/pppppppp/8/8/8/8/PPPPPPPP/RBKQBNNR w KQkq - 0 1,Stockfish 17.1,e4,0.34,87,904,9,13,23,100069,0.018,4
713,rkqbbnnr/pppppppp/8/8/8/8/PPPPPPPP/RKQBBNNR w KQkq - 0 1,Stockfish 17.1,e4,0.33,85,906,9,11,19,100170,0.018,8
714,rkqnbbnr/pppppppp/8/8/8/8/PPPPPPPP/RKQNBBNR w KQkq - 0 1,Stockfish 17.1,e4,0.33,85,906,9,12,19,100082,0.019,6
715,rkqnbnrb/pppppppp/8/8/8/8/PPPPPPPP/RKQNBNRB w KQkq - 0 1,Stockfish 17.1,f4,0.12,42,940,18,10,18,100367,0.017,9
716,rbkqnnbr/pppppppp/8/8/8/8/PPPPPPPP/RBKQNNBR w KQkq - 0 1,Stockfish 17.1,a4,0.39,101,892,7,12,18,101040,0.014,8
717,rkqbnnbr/pppppppp/8/8/8/8/PPPPPPPP/RKQBNNBR w KQkq - 0 1,Stockfish 17.1,d4,0.33,85,906,9,12,16,100217,0.016,8
718,rkqnnbbr/pppppppp/8/8/8/8/PPPPPPPP/RKQNNBBR w KQkq - 0 1,Stockfish 17.1,d4,0.47,132,863,5,13,19,100045,0.016,5
719,rkqnnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKQNNRBB w KQkq - 0 1,Stockfish 17.1,g4,0.19,53,933,14,12,19,100506,0.016,6
720,bbrknqnr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNQNR w KQkq - 0 1,Stockfish 17.1,e4,0.21,58,929,13,12,18,100836,0.016,5
721,brkbnqnr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNQNR w KQkq - 0 1,Stockfish 17.1,e3,0.2,54,932,14,10,18,100301,0.018,8
722,brknqbnr/pppppppp/8/8/8/8/PPPPPPPP/BRKNQBNR w KQkq - 0 1,Stockfish 17.1,e4,0.45,125,869,6,12,16,100490,0.018,7
723,brknqnrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNQNRB w KQkq - 0 1,Stockfish 17.1,e4,0.33,85,906,9,10,17,102181,0.017,6
724,rbbknqnr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNQNR w KQkq - 0 1,Stockfish 17.1,e4,0.8,328,670,2,11,19,101269,0.017,7
725,rkbbnqnr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNQNR w KQkq - 0 1,Stockfish 17.1,e4,0.46,127,867,6,11,21,100592,0.016,8
726,rkbnqbnr/pppppppp/8/8/8/8/PPPPPPPP/RKBNQBNR w KQkq - 0 1,Stockfish 17.1,f4,0.22,59,928,13,11,20,101325,0.018,6
727,rkbnqnrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNQNRB w KQkq - 0 1,Stockfish 17.1,a4,0.17,50,935,15,11,20,100085,0.017,6
728,rbknbqnr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBQNR w KQkq - 0 1,Stockfish 17.1,e4,0.48,136,859,5,14,16,100604,0.017,8
729,rknbbqnr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBQNR w KQkq - 0 1,Stockfish 17.1,e4,0.29,75,915,10,13,19,100912,0.018,8
730,rknqbbnr/pppppppp/8/8/8/8/PPPPPPPP/RKNQBBNR w KQkq - 0 1,Stockfish 17.1,e4,0.26,66,923,11,11,19,100692,0.017,8
731,rknqbnrb/pppppppp/8/8/8/8/PPPPPPPP/RKNQBNRB w KQkq - 0 1,Stockfish 17.1,a4,0.65,224,773,3,13,15,100112,0.018,7
732,rbknqnbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNQNBR w KQkq - 0 1,Stockfish 17.1,d4,0.45,126,868,6,11,21,100903,0.016,8
733,rknbqnbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBQNBR w KQkq - 0 1,Stockfish 17.1,a4,0.21,56,930,14,13,17,100190,0.016,7
734,rknqnbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNQNBBR w KQkq - 0 1,Stockfish 17.1,a4,0.35,91,901,8,12,15,101116,0.017,7
735,rknqnrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNQNRBB w KQkq - 0 1,Stockfish 17.1,a4,0.56,172,824,4,11,15,100239,0.016,7
736,bbrknnqr/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNQR w KQkq - 0 1,Stockfish 17.1,d4,0.38,98,895,7,12,21,101216,0.016,7
737,brkbnnqr/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNQR w KQkq - 0 1,Stockfish 17.1,f3,0.43,115,879,6,12,19,101588,0.016,9
738,brknnbqr/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBQR w KQkq - 0 1,Stockfish 17.1,e4,0.33,85,906,9,12,20,100936,0.019,6
739,brknnqrb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNQRB w KQkq - 0 1,Stockfish 17.1,b4,0.24,64,924,12,13,16,100335,0.019,8
740,rbbknnqr/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNQR w KQkq - 0 1,Stockfish 17.1,d4,0.29,73,917,10,12,20,100510,0.015,12
741,rkbbnnqr/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNQR w KQkq - 0 1,Stockfish 17.1,d4,0.26,68,921,11,12,23,100581,0.018,9
742,rkbnnbqr/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBQR w KQkq - 0 1,Stockfish 17.1,e4,0.4,106,887,7,12,16,100223,0.017,9
743,rkbnnqrb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNQRB w KQkq - 0 1,Stockfish 17.1,a4,0.3,78,912,10,11,21,100617,0.016,6
744,rbknbnqr/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNQR w KQkq - 0 1,Stockfish 17.1,a4,0.39,102,891,7,11,15,100145,0.018,4
745,rknbbnqr/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNQR w KQkq - 0 1,Stockfish 17.1,a4,0.18,51,934,15,12,20,100655,0.017,8
746,rknnbbqr/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBQR w KQkq - 0 1,Stockfish 17.1,d4,0.43,115,879,6,12,23,100504,0.017,6
747,rknnbqrb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBQRB w KQkq - 0 1,Stockfish 17.1,a4,0.28,71,918,11,12,18,101312,0.018,9
748,rbknnqbr/pppppppp/8/8/8/8/PPPPPPPP/RBKNNQBR w KQkq - 0 1,Stockfish 17.1,e4,0.43,115,879,6,13,19,100029,0.016,8
749,rknbnqbr/pppppppp/8/8/8/8/PPPPPPPP/RKNBNQBR w KQkq - 0 1,Stockfish 17.1,e4,0.6,193,804,3,12,21,100892,0.017,8
750,rknnqbbr/pppppppp/8/8/8/8/PPPPPPPP/RKNNQBBR w KQkq - 0 1,Stockfish 17.1,d4,0.45,124,870,6,12,24,100833,0.016,5
751,rknnqrbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNQRBB w KQkq - 0 1,Stockfish 17.1,a4,0.18,52,933,15,13,20,100146,0.016,6
752,bbrknnrq/pppppppp/8/8/8/8/PPPPPPPP/BBRKNNRQ w KQkq - 0 1,Stockfish 17.1,g4,0.78,318,680,2,11,19,100949,0.017,5
753,brkbnnrq/pppppppp/8/8/8/8/PPPPPPPP/BRKBNNRQ w KQkq - 0 1,Stockfish 17.1,b4,0.24,62,926,12,11,15,100500,0.018,8
754,brknnbrq/pppppppp/8/8/8/8/PPPPPPPP/BRKNNBRQ w KQkq - 0 1,Stockfish 17.1,b4,0.27,69,920,11,9,17,100470,0.019,8
755,brknnrqb/pppppppp/8/8/8/8/PPPPPPPP/BRKNNRQB w KQkq - 0 1,Stockfish 17.1,g4,0.13,44,938,18,11,22,100518,0.018,7
756,rbbknnrq/pppppppp/8/8/8/8/PPPPPPPP/RBBKNNRQ w KQkq - 0 1,Stockfish 17.1,d4,0.25,65,923,12,11,18,100703,0.017,8
757,rkbbnnrq/pppppppp/8/8/8/8/PPPPPPPP/RKBBNNRQ w KQkq - 0 1,Stockfish 17.1,f4,0.34,88,904,8,12,20,100488,0.018,9
758,rkbnnbrq/pppppppp/8/8/8/8/PPPPPPPP/RKBNNBRQ w KQkq - 0 1,Stockfish 17.1,a4,0.26,68,921,11,13,23,100594,0.018,6
759,rkbnnrqb/pppppppp/8/8/8/8/PPPPPPPP/RKBNNRQB w KQkq - 0 1,Stockfish 17.1,a4,0.21,56,930,14,11,18,101097,0.017,6
760,rbknbnrq/pppppppp/8/8/8/8/PPPPPPPP/RBKNBNRQ w KQkq - 0 1,Stockfish 17.1,d4,0.4,105,888,7,11,18,101417,0.018,8
761,rknbbnrq/pppppppp/8/8/8/8/PPPPPPPP/RKNBBNRQ w KQkq - 0 1,Stockfish 17.1,a4,0.33,85,906,9,11,19,100861,0.017,8
762,rknnbbrq/pppppppp/8/8/8/8/PPPPPPPP/RKNNBBRQ w KQkq - 0 1,Stockfish 17.1,a4,0.41,108,885,7,12,17,100074,0.018,8
763,rknnbrqb/pppppppp/8/8/8/8/PPPPPPPP/RKNNBRQB w KQkq - 0 1,Stockfish 17.1,a4,0.36,94,898,8,12,19,100087,0.017,7
764,rbknnrbq/pppppppp/8/8/8/8/PPPPPPPP/RBKNNRBQ w KQkq - 0 1,Stockfish 17.1,f4,0.15,46,937,17,11,20,100653,0.018,8
765,rknbnrbq/pppppppp/8/8/8/8/PPPPPPPP/RKNBNRBQ w KQkq - 0 1,Stockfish 17.1,a4,0.38,98,895,7,10,16,101071,0.02,7
766,rknnrbbq/pppppppp/8/8/8/8/PPPPPPPP/RKNNRBBQ w KQkq - 0 1,Stockfish 17.1,f4,0.31,80,911,9,11,18,100925,0.019,7
767,rknnrqbb/pppppppp/8/8/8/8/PPPPPPPP/RKNNRQBB w KQkq - 0 1,Stockfish 17.1,g4,0.28,72,918,10,11,22,100318,0.018,8
768,bbqrknrn/pppppppp/8/8/8/8/PPPPPPPP/BBQRKNRN w KQkq - 0 1,Stockfish 17.1,d4,0.45,126,868,6,9,18,100613,0.02,8
769,bqrbknrn/pppppppp/8/8/8/8/PPPPPPPP/BQRBKNRN w KQkq - 0 1,Stockfish 17.1,b4,0.45,126,868,6,11,16,100776,0.02,9
770,bqrknbrn/pppppppp/8/8/8/8/PPPPPPPP/BQRKNBRN w KQkq - 0 1,Stockfish 17.1,c4,0.62,203,794,3,11,18,100778,0.017,8
771,bqrknrnb/pppppppp/8/8/8/8/PPPPPPPP/BQRKNRNB w KQkq - 0 1,Stockfish 17.1,b4,0.38,100,893,7,11,22,101296,0.018,9
772,qbbrknrn/pppppppp/8/8/8/8/PPPPPPPP/QBBRKNRN w KQkq - 0 1,Stockfish 17.1,c4,0.57,176,820,4,12,17,100410,0.02,12
773,qrbbknrn/pppppppp/8/8/8/8/PPPPPPPP/QRBBKNRN w KQkq - 0 1,Stockfish 17.1,Nfg3,0.59,190,807,3,12,21,100384,0.02,9
774,qrbknbrn/pppppppp/8/8/8/8/PPPPPPPP/QRBKNBRN w KQkq - 0 1,Stockfish 17.1,g4,0.24,62,926,12,9,16,101307,0.02,9
775,qrbknrnb/pppppppp/8/8/8/8/PPPPPPPP/QRBKNRNB w KQkq - 0 1,Stockfish 17.1,b4,0.33,85,906,9,11,21,100750,0.019,7
776,qbrkbnrn/pppppppp/8/8/8/8/PPPPPPPP/QBRKBNRN w KQkq - 0 1,Stockfish 17.1,b4,0.26,66,923,11,10,21,100612,0.02,4
777,qrkbbnrn/pppppppp/8/8/8/8/PPPPPPPP/QRKBBNRN w KQkq - 0 1,Stockfish 17.1,b4,0.57,180,816,4,11,18,100753,0.016,9
778,qrknbbrn/pppppppp/8/8/8/8/PPPPPPPP/QRKNBBRN w KQkq - 0 1,Stockfish 17.1,b4,0.57,179,817,4,13,17,100141,0.017,6
779,qrknbrnb/pppppppp/8/8/8/8/PPPPPPPP/QRKNBRNB w KQkq - 0 1,Stockfish 17.1,b4,0.55,167,829,4,11,17,100352,0.018,10
780,qbrknrbn/pppppppp/8/8/8/8/PPPPPPPP/QBRKNRBN w KQkq - 0 1,Stockfish 17.1,f4,0.36,92,900,8,12,21,101159,0.016,8
781,qrkbnrbn/pppppppp/8/8/8/8/PPPPPPPP/QRKBNRBN w KQkq - 0 1,Stockfish 17.1,e4,0.6,194,803,3,12,16,100884,0.018,8
